DWA_ID,step_order,action_description,mapped_stage,cognitive_or_physical,cluster_id,intelligence_type,confidence,conf_LLM,conf_Multimodal_Perception,conf_Embodied,conf_Human_Bound
4.A.1.a.2.I08.D02,5,Summarize key findings and insights into a concise report or presentation.,Manipulation_Execution,Cognitive,17,LLM,0.9723,0.9723,0.0044,0.0011,0.0222
4.A.1.a.2.I08.D02,6,"Review and refine the report for accuracy, clarity, and completeness.",Feedback_Verification,Cognitive,14,LLM,0.9784,0.9784,0.0018,1e-04,0.0197
4.A.1.a.2.I08.D02,7,"Share the final report with relevant stakeholders (e.g., marketing team, product development team).",Feedback_Verification,Physical,29,LLM,0.9214,0.9214,0.0005,0.0012,0.077
4.A.2.b.6.I01.D04,1,Conduct a waste audit to determine the types and amounts of materials currently being recycled and identify areas for improvement.,Perception_Diagnosis,Cognitive,-1,LLM,0.965,0.965,0.0243,0.0053,0.0053
4.A.2.b.6.I01.D04,2,Research best practices for recycling program implementation and promotion in similar contexts.,Perception_Diagnosis,Cognitive,-1,LLM,0.8082,0.8082,0.0044,0.1399,0.0475
4.A.2.b.6.I01.D04,3,"Develop a comprehensive recycling program plan, outlining collection methods, target materials, and community outreach strategies.",Manipulation_Execution,Cognitive,-1,LLM,0.9381,0.9381,0.0006,0.0474,0.0139
4.A.2.b.6.I01.D04,4,"Present the recycling program plan to relevant stakeholders (city council, factory management, campus administration) for feedback and approval.",Intent_Communication,Cognitive,-1,LLM,0.9708,0.9708,0.0012,0.0138,0.0141
4.A.2.b.6.I01.D04,5,"Coordinate with waste management services and/or procurement departments to secure necessary infrastructure (bins, signage, collection routes).",Navigation_Addressing,Physical,8,LLM,0.8351,0.8351,0.0027,0.1306,0.0316
4.A.2.b.6.I01.D04,6,Develop and implement educational materials and outreach campaigns to promote the program and educate the community on proper recycling practices.,Manipulation_Execution,Cognitive,-1,LLM,0.9173,0.9173,0.0008,0.0465,0.0354
4.A.2.b.6.I01.D04,7,"Monitor recycling rates, collect community feedback, and assess the program's effectiveness.",Feedback_Verification,Cognitive,-1,LLM,0.9584,0.9584,0.0112,0.0053,0.0251
4.A.2.b.6.I01.D04,8,"Adjust the recycling program based on feedback, data analysis, and evolving community needs.",Manipulation_Execution,Cognitive,-1,LLM,0.9686,0.9686,0.0027,0.0135,0.0152
4.A.4.c.1.I03.D03,1,Retrieve the patient's visit summary from the electronic health record (EHR) system.,Navigation_Addressing,Physical,1,LLM,0.6869,0.6869,0.0948,0.0071,0.2112
4.A.4.c.1.I03.D03,2,"Identify the medical services provided during the visit, including procedures and diagnoses.",Perception_Diagnosis,Cognitive,1,Human_Bound,0.6461,0.3234,0.0286,0.0019,0.6461
4.A.4.c.1.I03.D03,3,"Using the identified services, locate and select the corresponding CPT and HCPCS codes.",Perception_Diagnosis,Cognitive,-1,LLM,0.6679,0.6679,0.1748,0.0855,0.0718
4.A.4.c.1.I03.D03,4,"Enter the selected CPT and HCPCS codes, along with patient demographics, into the billing software.",Manipulation_Execution,Physical,1,LLM,0.9172,0.9172,0.0153,0.0086,0.0589
4.A.4.c.1.I03.D03,5,Verify the entered codes and patient information against the EHR summary for accuracy.,Feedback_Verification,Cognitive,1,LLM,0.6459,0.6459,0.3088,0.0028,0.0425
4.A.4.c.1.I03.D03,6,Review for any insurance coverage limitations or exclusions related to the provided services.,Perception_Diagnosis,Cognitive,1,LLM,0.7184,0.7184,0.034,0.001,0.2466
4.A.4.c.1.I03.D03,7,Enter any necessary adjustments or notes regarding insurance coverage into the billing record.,Manipulation_Execution,Physical,3,LLM,0.8218,0.8218,0.0471,0.0333,0.0979
4.A.4.c.1.I03.D03,8,Submit the completed billing record for processing and claim generation.,Manipulation_Execution,Physical,4,LLM,0.7708,0.7708,0.0092,0.0342,0.1858
4.A.2.a.2.I05.D03,1,Retrieve the applicant's application packet from the digital case management system.,Navigation_Addressing,Physical,15,Human_Bound,0.4916,0.4254,0.0276,0.0554,0.4916
4.A.2.a.2.I05.D03,2,Review the application packet for completeness and verify the applicant's identity by cross-referencing provided identification documents.,Perception_Diagnosis,Cognitive,15,LLM,0.6356,0.6356,0.0298,0.0234,0.3113
4.A.2.a.2.I05.D03,3,Review income documentation to ensure it meets the program's income threshold and check residency documentation to confirm the applicant's address and residency status.,Perception_Diagnosis,Cognitive,15,LLM,0.5401,0.5401,0.0362,0.0098,0.4139
4.A.2.a.2.I05.D03,4,Cross-reference the application data with the eligibility criteria document.,Perception_Diagnosis,Cognitive,15,LLM,0.9189,0.9189,0.0288,0.0045,0.0478
4.A.2.a.2.I05.D03,5,Make a preliminary eligibility determination based on the verified data.,Manipulation_Execution,Cognitive,16,LLM,0.8627,0.8627,0.0126,0.0004,0.1242
4.A.2.a.2.I05.D03,6,Document the eligibility determination and any relevant notes in the application packet.,Feedback_Verification,Physical,15,LLM,0.7191,0.7191,0.027,0.0453,0.2085
4.A.2.a.2.I05.D03,7,Save and close the application packet in the digital case management system.,Feedback_Verification,Physical,-1,Human_Bound,0.4248,0.1274,0.0256,0.4221,0.4248
4.A.4.a.7.I02.D09,1,Review the background documents and notes on the dispute to understand the context and key issues.,Intent_Communication,Cognitive,12,LLM,0.6996,0.6996,0.0039,0.0005,0.296
4.A.4.a.7.I02.D09,2,"Meet with both parties, introduce yourself, and explain the mediation process.",Intent_Communication,Physical,-1,Human_Bound,0.9777,0.0087,0.0007,0.013,0.9777
4.A.4.a.7.I02.D09,3,"Actively listen to each party present their perspective, taking notes and clarifying any misunderstandings.",Perception_Diagnosis,Cognitive,-1,Human_Bound,0.9393,0.0535,0.0027,0.0046,0.9393
4.A.4.a.7.I02.D09,4,Identify the core issues and underlying interests of each party.,Perception_Diagnosis,Cognitive,-1,LLM,0.5962,0.5962,0.013,0.0055,0.3852
4.A.4.a.7.I02.D09,5,"Brainstorm potential solutions collaboratively with both parties, exploring creative options.",Manipulation_Execution,Cognitive,-1,Human_Bound,0.7867,0.2011,0.0008,0.0114,0.7867
4.A.4.a.7.I02.D09,6,"Evaluate the proposed solutions against the identified core issues and interests, considering feasibility and fairness.",Perception_Diagnosis,Cognitive,-1,LLM,0.9309,0.9309,0.0007,0.0006,0.0678
4.A.4.a.7.I02.D09,7,"Guide the parties towards a mutually acceptable agreement, addressing any remaining concerns and refining the terms.",Manipulation_Execution,Cognitive,-1,Human_Bound,0.8965,0.1017,1e-04,0.0017,0.8965
4.A.4.a.7.I02.D09,8,"Formalize the agreement in writing, ensuring clarity and comprehensiveness, and have both parties sign.",Feedback_Verification,Physical,-1,Human_Bound,0.9534,0.0302,1e-04,0.0164,0.9534
4.A.4.a.2.I03.D09,1,Identify the departments or groups experiencing communication challenges and define the scope of improvement needed.,Intent_Communication,Cognitive,-1,LLM,0.8832,0.8832,0.0014,0.0006,0.1149
4.A.4.a.2.I03.D09,2,Schedule a meeting with key stakeholders from the involved departments.,Intent_Communication,Cognitive,29,LLM,0.86,0.86,0.0003,0.0007,0.139
4.A.4.a.2.I03.D09,3,"Prepare a meeting agenda outlining the communication challenges, desired outcomes, and discussion points.",Intent_Communication,Cognitive,-1,LLM,0.8311,0.8311,0.0002,0.0006,0.1681
4.A.4.a.2.I03.D09,4,"Facilitate the meeting, encouraging open dialogue and active listening among participants.",Intent_Communication,Cognitive,22,Human_Bound,0.702,0.2961,0.0007,0.0012,0.702
4.A.4.a.2.I03.D09,5,"Identify common goals, areas of miscommunication, and potential solutions through collaborative discussion.",Perception_Diagnosis,Cognitive,-1,LLM,0.7907,0.7907,0.0012,0.0004,0.2077
4.A.4.a.2.I03.D09,6,"Document the agreed-upon solutions, action items, and responsibilities for each participant.",Manipulation_Execution,Cognitive,-1,LLM,0.9301,0.9301,0.0002,0.0009,0.0688
4.A.4.a.2.I03.D09,7,Distribute the meeting minutes and action plan to all participants.,Feedback_Verification,Physical,-1,LLM,0.9296,0.9296,0.0004,0.0128,0.0573
4.A.4.a.2.I03.D09,8,Follow up with participants to monitor progress on action items and provide support as needed.,Feedback_Verification,Cognitive,-1,LLM,0.8148,0.8148,0.0031,0.001,0.1811
4.A.2.b.4.I03.D01,1,"Review the company's existing data landscape and identify key data entities (e.g., customers, products, transactions).",Perception_Diagnosis,Cognitive,-1,LLM,0.9974,0.9974,0.0013,1e-04,0.0012
4.A.2.b.4.I03.D01,2,"Conduct a data inventory to identify data sources, formats, volumes, and classify data types (personal, transactional, etc.).",Perception_Diagnosis,Cognitive,16,LLM,0.9738,0.9738,0.0227,0.0007,0.0028
4.A.2.b.4.I03.D01,3,"Meet with stakeholders (IT, legal, marketing) to understand data sensitivity, legal requirements (GDPR, CCPA), and business needs for data access.",Intent_Communication,Cognitive,29,LLM,0.9504,0.9504,0.0008,0.0002,0.0486
4.A.2.b.4.I03.D01,4,"Design a logical data model that organizes key data entities and their relationships, and identify appropriate data storage solutions (e.g., databases, data warehouses, data lakes).",Manipulation_Execution,Cognitive,-1,LLM,0.993,0.993,0.0012,0.0022,0.0035
4.A.2.b.4.I03.D01,5,"Develop data flow processes that ensure efficient data collection, transformation, and loading into the designated storage solutions.",Manipulation_Execution,Cognitive,16,LLM,0.9783,0.9783,0.0021,0.0133,0.0062
4.A.2.b.4.I03.D01,6,"Establish data access and security protocols to protect sensitive data and control user access, including encryption methods and access control systems.",Manipulation_Execution,Cognitive,-1,LLM,0.7975,0.7975,0.0022,0.0051,0.1952
4.A.2.b.4.I03.D01,7,"Document the data management procedures, including data model, data flow processes, access protocols, and any relevant technical specifications.",Feedback_Verification,Cognitive,-1,LLM,0.995,0.995,0.0006,0.0007,0.0037
4.A.2.b.4.I03.D01,8,Present the data management procedures to the relevant stakeholders and obtain their feedback.,Intent_Communication,Cognitive,29,LLM,0.9901,0.9901,0.0002,1e-04,0.0095
4.A.2.b.4.I03.D01,9,Iterate on the data management procedures based on stakeholder feedback and implement any necessary revisions.,Manipulation_Execution,Cognitive,29,LLM,0.9933,0.9933,0.0002,0.0004,0.006
4.A.3.b.4.I09.D01,1,Review the equipment's maintenance manual and safety guidelines to determine required tasks and precautions.,Intent_Communication,Cognitive,-1,Multimodal_Perception,0.7718,0.1927,0.7718,0.0296,0.006
4.A.3.b.4.I09.D01,2,"Gather necessary tools, replacement parts, and personal protective equipment (PPE).",Navigation_Addressing,Physical,-1,Embodied,0.8432,0.0917,0.0571,0.8432,0.008
4.A.3.b.4.I09.D01,3,"Power down the equipment and disconnect it from power sources, following safety protocols.",Manipulation_Execution,Physical,34,Multimodal_Perception,0.6215,0.0119,0.6215,0.3546,0.0121
4.A.3.b.4.I09.D01,4,"Inspect the equipment for visible damage, wear and tear, and cleanliness.",Perception_Diagnosis,Cognitive,34,Multimodal_Perception,0.9972,0.0023,0.9972,0.0004,1e-04
4.A.3.b.4.I09.D01,5,Clean and disinfect the equipment according to manufacturer guidelines and infection control protocols.,Manipulation_Execution,Physical,8,LLM,0.4962,0.4962,0.3912,0.0917,0.021
4.A.3.b.4.I09.D01,6,"Perform required maintenance tasks, such as calibration, component replacement, or adjustments, referring to the manual.",Manipulation_Execution,Physical,-1,Multimodal_Perception,0.8065,0.1619,0.8065,0.0283,0.0033
4.A.3.b.4.I09.D01,7,Run diagnostic tests to verify functionality and performance after maintenance.,Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.8156,0.1779,0.8156,0.0045,0.0021
4.A.3.b.4.I09.D01,8,"Document all maintenance procedures performed, parts replaced, observations, and test results in the equipment log.",Intent_Communication,Cognitive,30,Multimodal_Perception,0.8261,0.1673,0.8261,0.005,0.0017
4.A.3.b.4.I09.D01,9,"Power on the equipment and return it to its designated location, ensuring it is securely placed and ready for use.",Navigation_Addressing,Physical,34,Embodied,0.8746,0.0028,0.1212,0.8746,0.0014
4.A.3.a.1.I10.D08,1,"Communicate with the partner or client to confirm the starting and ending locations of the furniture, and any specific requirements or concerns.",Intent_Communication,Cognitive,-1,LLM,0.5838,0.5838,0.0151,0.3244,0.0768
4.A.3.a.1.I10.D08,2,"Inspect the furniture and the surrounding area for any loose parts, obstacles, or fragile areas that could pose a risk during movement.",Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.9474,0.001,0.9474,0.0505,0.0011
4.A.3.a.1.I10.D08,3,"Plan the route from the starting location to the ending location, considering door widths, hallway lengths, and any obstacles that need to be navigated.",Navigation_Addressing,Cognitive,10,Embodied,0.639,0.3348,0.0202,0.639,0.006
4.A.3.a.1.I10.D08,4,"Prepare the furniture for movement by removing any drawers, doors, or other loose parts, and wrapping it in moving blankets or protective covers if necessary.",Manipulation_Execution,Physical,-1,Embodied,0.9891,0.0015,0.0061,0.9891,0.0033
4.A.3.a.1.I10.D08,5,"Position the furniture for lifting and moving, ensuring a stable base and grip for both movers.",Manipulation_Execution,Physical,-1,Embodied,0.964,0.0051,0.0162,0.964,0.0148
4.A.3.a.1.I10.D08,6,"Lift the furniture using proper lifting techniques, distributing weight evenly between both movers, and begin moving it along the planned route.",Manipulation_Execution,Physical,28,Embodied,0.9959,0.0004,0.0011,0.9959,0.0026
4.A.3.a.1.I10.D08,7,"Navigate through doorways, hallways, and other obstacles, ensuring the furniture clears the frames and does not catch on walls or other surfaces.",Navigation_Addressing,Physical,-1,Embodied,0.9084,0.0057,0.0819,0.9084,0.0041
4.A.3.a.1.I10.D08,8,"Position the furniture in its final location, ensuring it is level and stable. If necessary, adjust the position or use furniture pads to achieve stability.",Manipulation_Execution,Physical,-1,Embodied,0.9609,0.0027,0.0329,0.9609,0.0034
4.A.3.a.1.I10.D08,9,"Reattach any removed parts, such as drawers or doors, ensuring they are properly aligned and secure.",Manipulation_Execution,Physical,-1,Embodied,0.8878,0.0039,0.103,0.8878,0.0053
4.A.3.a.1.I10.D08,10,"Inspect the furniture and its new location for any signs of damage or instability, and communicate with the client to confirm satisfaction with the relocation.",Feedback_Verification,Cognitive,-1,Embodied,0.3922,0.2576,0.0987,0.3922,0.2515
4.A.3.a.1.I03.D24,1,"Don appropriate winter clothing and safety gear (gloves, hat, reflective vest if necessary).",Intent_Communication,Physical,5,Embodied,0.7727,0.0202,0.157,0.7727,0.0501
4.A.3.a.1.I03.D24,2,"Assess the area: Identify snow depth, obstacles, potential hazards (ice, uneven surfaces).",Perception_Diagnosis,Cognitive,8,Multimodal_Perception,0.5347,0.4018,0.5347,0.0508,0.0127
4.A.3.a.1.I03.D24,3,"Select the appropriate snow removal tool (shovel, snow blower) based on snow depth and area size.",Navigation_Addressing,Cognitive,-1,Embodied,0.9829,0.0027,0.0095,0.9829,0.005
4.A.3.a.1.I03.D24,4,"Begin snow removal, using a systematic pattern to ensure complete coverage.",Manipulation_Execution,Physical,8,Embodied,0.6935,0.2785,0.0133,0.6935,0.0147
4.A.3.a.1.I03.D24,5,Periodically check for remaining snow patches and adjust technique or tool usage as needed.,Perception_Diagnosis,Cognitive,-1,Embodied,0.5839,0.0833,0.3238,0.5839,0.0091
4.A.3.a.1.I03.D24,6,"Dispose of removed snow in designated areas, ensuring pathways remain clear.",Navigation_Addressing,Physical,8,Embodied,0.8616,0.0883,0.0182,0.8616,0.0318
4.A.3.a.1.I03.D24,7,"Conduct a final inspection of the cleared area, verifying safety and completeness.",Feedback_Verification,Cognitive,-1,LLM,0.3607,0.3607,0.2329,0.2442,0.1622
4.A.3.a.1.I03.D24,8,"Store tools and equipment properly, preparing them for future use.",Feedback_Verification,Physical,8,Embodied,0.6735,0.2019,0.1093,0.6735,0.0152
4.A.3.a.2.I08.D02,1,Receive the daily display plan from the store manager.,Intent_Communication,Cognitive,28,LLM,0.8392,0.8392,0.0733,0.0774,0.0101
4.A.3.a.2.I08.D02,2,"Gather all necessary materials (mannequins, clothing, signage, etc.) from the storage area.",Navigation_Addressing,Physical,28,Embodied,0.976,0.0095,0.0125,0.976,0.002
